id,sess,key,block,auc,std_wtw,init_wtw,sell_RT_median,sell_RT_mean,sell_RT_se,condition,auc1,auc2,std_wtw1,std_wtw2
s0058,1,"('s0058', 1)",1,8.418111794871795,2.016149306338849,7.279,0.7295,0.8415625000000002,0.03208000005936088,LP,8.553612745098041,8.229583333333332,1.8752672566482813,2.332185472124567
s0058,1,"('s0058', 1)",2,8.895012421274282,2.3885854291498303,,0.725,0.8836530612244899,0.08987109353723263,HP,8.475008152173913,9.312506428571428,2.4303673562543144,2.180194873871121
s0059,1,"('s0059', 1)",1,10.860263199369582,1.9802508475474048,12.0,0.8714999999999999,0.963892857142857,0.05653190515195228,LP,10.803395833333333,10.864386473429951,1.4839616844164047,2.409439814103694
s0059,1,"('s0059', 1)",2,11.773566666666667,0.6849763710442056,,0.935,0.9856842105263158,0.07313351505045278,HP,11.6871,11.852666666666666,0.9386999999999999,0.2083607981896361
s0060,1,"('s0060', 1)",1,4.430474702380953,1.320856657205407,11.516,0.693,0.7049666666666667,0.008572111326423182,LP,4.447258974358974,4.410332167832167,1.609000773568036,0.8706634586314048
s0060,1,"('s0060', 1)",2,4.957926937441645,0.889390714835041,,0.6890000000000001,0.6996333333333332,0.015164174398403134,HP,5.028709714285715,5.068723707664884,1.3563446339407679,1.0748348927426936
s0061,1,"('s0061', 1)",1,5.099790342116691,3.4013458447274685,12.0,0.725,0.8329814814814815,0.04434031389967875,LP,4.954338700239474,5.304270097995414,3.6194888543623738,3.1828912605234922
s0061,1,"('s0061', 1)",2,7.8990876512490225,3.9870993533237518,,0.757,1.1232222222222223,0.16080378623663813,HP,6.970249666521679,8.95267652803309,4.133916212480661,3.5640713252922556
s0062,1,"('s0062', 1)",1,8.617230267165562,4.9313767227155,12.0,0.723,0.7555849056603771,0.030902969841213518,LP,8.1055992481203,9.315777777777779,5.1936463890590305,4.474400248639573
s0062,1,"('s0062', 1)",2,11.458455729166667,2.107806573223317,,0.733,0.6859999999999999,0.014866782800993681,HP,11.31063076923077,11.616074074074076,2.2784128657347336,1.957645788070473
s0063,1,"('s0063', 1)",1,9.178455968419627,2.844122712377442,12.0,0.7975000000000001,1.0783333333333336,0.11477010479533643,LP,9.911586134453781,8.585326984126983,2.8019830607871277,2.783140395548768
s0063,1,"('s0063', 1)",2,7.501533873798678,3.471039763013223,,0.9305000000000001,1.6848095238095235,0.27637797256051594,HP,8.793621068548388,6.241792565498185,2.9418737624473166,3.4695147916621893
s0064,1,"('s0064', 1)",1,6.642040416411513,1.903802232640741,12.0,0.762,0.8856349206349204,0.07102324965267114,LP,6.946135135135135,6.374539814814815,2.196548490251645,1.5330857258676778
s0064,1,"('s0064', 1)",2,7.563009211563899,3.235030478254754,,0.741,0.8422307692307691,0.04467105959643292,HP,7.699691051805338,7.414860307052614,2.868218486461415,3.4955072609609945
s0065,1,"('s0065', 1)",1,8.400795865633075,2.261411438057942,2.974,0.8454999999999999,0.9204107142857143,0.03991358472248581,LP,7.924706521739131,9.048357142857142,2.6226848446401814,1.6196207716245035
s0065,1,"('s0065', 1)",2,10.17297286305266,3.272081952054379,,0.799,1.143137254901961,0.17379487398498997,HP,9.91868354476881,10.153104838709677,2.9447701838177704,3.55474495437039
s0066,1,"('s0066', 1)",1,4.5166162065702515,1.7903953030237614,11.079,0.7989999999999999,0.8988103448275865,0.04822158560242725,LP,4.629337907985494,4.387123456790124,2.3469809975292457,0.8343804958883654
s0066,1,"('s0066', 1)",2,8.22201303452229,2.2242302505053964,,0.775,1.22385,0.22807117734930904,HP,8.356196022727273,8.298005681818182,2.8895231700095536,1.4272681291431253
s0068,1,"('s0068', 1)",1,6.110429818181818,1.8813051889052415,12.0,0.759,0.7272857142857143,0.01021029641936224,LP,7.3992894736842105,4.9895000000000005,1.7754959560329044,1.1995516344144481
s0068,1,"('s0068', 1)",2,4.172531079290234,4.25515500769259,,0.787,0.7805161290322582,0.01652626144385345,HP,4.9358124070317775,3.574681129671842,3.3045330892681104,4.841618889388439
s0069,1,"('s0069', 1)",1,4.191525069252078,2.3826596991565214,10.778,0.707,0.7860158730158732,0.017537886743714884,LP,4.958330308529948,3.324620614035089,3.017046571050638,0.7068096647039577
s0069,1,"('s0069', 1)",2,6.160746864189974,2.6182826617178523,,0.874,0.9237179487179487,0.08393231633956524,HP,5.923884426976533,6.308024263822115,2.665823164459983,2.3898113157724823
s0071,1,"('s0071', 1)",1,5.081638228438228,0.9664364115930266,9.409,0.716,0.7673437499999998,0.013605799594025091,LP,5.0076470588235305,5.1624730639730645,1.2197333696671524,0.6388577981925927
s0071,1,"('s0071', 1)",2,7.747652009222662,1.0121013368108076,,0.703,0.72609756097561,0.009199022584582467,HP,7.950512268907563,7.6511249999999995,1.3854910833167833,0.4422200915550987
s0072,1,"('s0072', 1)",1,5.9279533772401845,3.093760868404862,10.728,0.8714999999999999,0.9885862068965519,0.06091260007656259,LP,7.564084462741326,4.357617040686006,3.0668542953784677,2.1740252650693175
s0072,1,"('s0072', 1)",2,7.567360885919603,3.1518320674082414,,1.0145,1.4467499999999998,0.1558686215615574,HP,6.686319514319515,8.815051154115492,2.582055656930885,3.4574847087328915
s0074,1,"('s0074', 1)",1,5.489353588777808,1.4745139003447483,7.421,0.686,0.7656612903225806,0.028005833563827014,LP,4.787282145352901,6.400105263157895,1.4919945581633227,0.7937821452910273
s0074,1,"('s0074', 1)",2,7.134668546046126,1.503392973444983,,0.702,0.7822368421052632,0.03797085619207418,HP,6.977035643794266,7.339155555555556,1.740611282319544,1.0826541348937202
